,name,container,cas,mw,solute_smiles,solvent_smiles,solvent_name,dm300,dm300_error,full_smiles
338,"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",CB44,75980-60-8,348.37,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,CO,Methanol,1.0,0.0,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C.CO
340,"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",CB44,75980-60-8,348.37,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,CC(C)=O,Acetone,0.98512613,0.003859725,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C.CC(C)=O
341,"Diphenyl(2,4,6-trimethylbenzoyl)phosphine oxide",CB44,75980-60-8,348.37,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C,CCOC(C)=O,Etyl acetate,0.843286298,0.044923798,CC1=CC(=C(C(=C1)C)C(=O)P(=O)(C2=CC=CC=C2)C3=CC=CC=C3)C.CCOC(C)=O
342,Histamine,CB45,51-45-6,111.0,C1=C(NC=N1)CCN,CO,Methanol,0.5592,0.0322,C1=C(NC=N1)CCN.CO
343,"a,a'-Dibromo-p-xylene",CB49,623-24-5,261.8992745,BrCC1=CC=C(C=C1)CBr,CO,Methanol,0.3962,0.0157,BrCC1=CC=C(C=C1)CBr.CO
344,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CC#N,Acetonitrile,0.735944506,0.006706009,CC1=CC(Br)=C(Br)C=C1C.CC#N
345,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CCO,Ethanol,0.738927723,0.012236154,CC1=CC(Br)=C(Br)C=C1C.CCO
346,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CC(C)=O,Acetone,0.808178202,0.013972746,CC1=CC(Br)=C(Br)C=C1C.CC(C)=O
347,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CC1=CC=CC=C1,Toluene,0.649317239,0.045178208,CC1=CC(Br)=C(Br)C=C1C.CC1=CC=CC=C1
348,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CC(O)C,2-Propanol,0.483109586,0.054399254,CC1=CC(Br)=C(Br)C=C1C.CC(O)C
349,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CO,Methanol,0.8174,0.0624,CC1=CC(Br)=C(Br)C=C1C.CO
350,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CC(C)(C)OC,Methyl tert butyl ether,-0.08444554,0.067182125,CC1=CC(Br)=C(Br)C=C1C.CC(C)(C)OC
351,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CCCCCCC,Heptane,-0.038735334,0.077546858,CC1=CC(Br)=C(Br)C=C1C.CCCCCCC
352,"4,5-Dibromo-o-xylene",CB53,24932-48-7,261.8992745,CC1=CC(Br)=C(Br)C=C1C,CC1CCCO1,2-Methly tetrahydrofurane,0.626601356,0.080963721,CC1=CC(Br)=C(Br)C=C1C.CC1CCCO1
354,"2,5-Dibromofuran",CB56,32460-00-7,223.8472389,BrC1=CC=C(Br)O1,CCCCCCC,Heptane,-0.056021284,0.045817563,BrC1=CC=C(Br)O1.CCCCCCC
355,"2,5-Dibromofuran",CB56,32460-00-7,223.8472389,BrC1=CC=C(Br)O1,CO,Methanol,0.2301,0.0567,BrC1=CC=C(Br)O1.CO
356,1-Indanol,CB65,6351-10-6,134.0731649,OC1CCC2=C1C=CC=C2,CCCCCCC,Heptane,-0.0525665,0.033663681,OC1CCC2=C1C=CC=C2.CCCCCCC
357,1-Indanol,CB65,6351-10-6,134.0731649,OC1CCC2=C1C=CC=C2,CC1=CC=CC=C1,Toluene,0.015862888,0.040267592,OC1CCC2=C1C=CC=C2.CC1=CC=CC=C1
358,1-Indanol,CB65,6351-10-6,134.0731649,OC1CCC2=C1C=CC=C2,CO,Methanol,0.7463,0.0818,OC1CCC2=C1C=CC=C2.CO
359,5-aminoquinoline,CB77,611-34-7,144.17,Nc1cccc2ncccc12,CC#N,Acetonitrile,0.667489128,0.005866319,Nc1cccc2ncccc12.CC#N
360,5-aminoquinoline,CB77,611-34-7,144.17,Nc1cccc2ncccc12,CCOC(C)=O,Etyl acetate,0.192543676,0.040323318,Nc1cccc2ncccc12.CCOC(C)=O
361,5-aminoquinoline,CB77,611-34-7,144.17,Nc1cccc2ncccc12,CC(C)=O,Acetone,0.649350215,0.102613853,Nc1cccc2ncccc12.CC(C)=O
362,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CO,Methanol,0.7294,0.0074,c1ccc2c(c1)Cc1ccccc1-2.CO
363,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CC(C)(C)OC,Methyl tert butyl ether,-0.098423899,0.02093812,c1ccc2c(c1)Cc1ccccc1-2.CC(C)(C)OC
364,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CCO,Ethanol,0.50044192,0.024221944,c1ccc2c(c1)Cc1ccccc1-2.CCO
365,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CCCCCCC,Heptane,-0.047027944,0.028773342,c1ccc2c(c1)Cc1ccccc1-2.CCCCCCC
366,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CC(C)=O,Acetone,0.789862362,0.033768867,c1ccc2c(c1)Cc1ccccc1-2.CC(C)=O
367,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CC1=CC=CC=C1,Toluene,0.153810393,0.040456316,c1ccc2c(c1)Cc1ccccc1-2.CC1=CC=CC=C1
368,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CC1CCCO1,2-Methly tetrahydrofurane,0.220677424,0.057382871,c1ccc2c(c1)Cc1ccccc1-2.CC1CCCO1
369,Fluorene,CB78,86-73-7,166.22,c1ccc2c(c1)Cc1ccccc1-2,CC(O)C,2-Propanol,0.14808957,0.137427041,c1ccc2c(c1)Cc1ccccc1-2.CC(O)C
370,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CCO,Ethanol,0.267505018,0.007040475,Cc1ccc(I)cc1.CCO
371,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CO,Methanol,0.2957,0.0163,Cc1ccc(I)cc1.CO
372,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CC(O)C,2-Propanol,0.076198792,0.01833214,Cc1ccc(I)cc1.CC(O)C
373,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CC(C)(C)OC,Methyl tert butyl ether,-0.117855842,0.032147495,Cc1ccc(I)cc1.CC(C)(C)OC
374,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CCOC(C)=O,Etyl acetate,0.207042073,0.04133288,Cc1ccc(I)cc1.CCOC(C)=O
375,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CC1CCCO1,2-Methly tetrahydrofurane,0.268358354,0.042999221,Cc1ccc(I)cc1.CC1CCCO1
376,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CC(C)=O,Acetone,0.532008246,0.047775009,Cc1ccc(I)cc1.CC(C)=O
377,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CCCCCCC,Heptane,-0.049960919,0.051770522,Cc1ccc(I)cc1.CCCCCCC
378,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CO,Methanol,0.4509,0.0949,Cc1ccc(I)cc1.CO
379,4-Iodotoluene,CB87,624-31-7,218.03,Cc1ccc(I)cc1,CCOC(C)=O,Etyl acetate,0.158362468,0.162217905,Cc1ccc(I)cc1.CCOC(C)=O
380,"3,4-Dichloroaniline",CB90,95-76-1,160.98,NC1=CC=C(Cl)C(Cl)=C1,CCO,Ethanol,0.405394545,0.006214947,NC1=CC=C(Cl)C(Cl)=C1.CCO
381,"3,4-Dichloroaniline",CB90,95-76-1,160.98,NC1=CC=C(Cl)C(Cl)=C1,CC(C)=O,Acetone,0.706256188,0.020869053,NC1=CC=C(Cl)C(Cl)=C1.CC(C)=O
382,"3,4-Dichloroaniline",CB90,95-76-1,160.98,NC1=CC=C(Cl)C(Cl)=C1,CC1=CC=CC=C1,Toluene,0.005901312,0.021551045,NC1=CC=C(Cl)C(Cl)=C1.CC1=CC=CC=C1
383,"3,4-Dichloroaniline",CB90,95-76-1,160.98,NC1=CC=C(Cl)C(Cl)=C1,CC(O)C,2-Propanol,0.160778983,0.023824061,NC1=CC=C(Cl)C(Cl)=C1.CC(O)C
384,"3,4-Dichloroaniline",CB90,95-76-1,160.98,NC1=CC=C(Cl)C(Cl)=C1,CO,Methanol,0.5644,0.0311,NC1=CC=C(Cl)C(Cl)=C1.CO
385,"3,4-Dichloroaniline",CB90,95-76-1,160.98,NC1=CC=C(Cl)C(Cl)=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.305989423,0.043403501,NC1=CC=C(Cl)C(Cl)=C1.CC1CCCO1
386,"3,4-Dichloroaniline",CB90,95-76-1,160.9799045,NC1=CC=C(Cl)C(Cl)=C1,CO,Methanol,0.2997,0.1004,NC1=CC=C(Cl)C(Cl)=C1.CO
387,"3,4-Dichloroaniline",CB90,95-76-1,160.9799045,NC1=CC=C(Cl)C(Cl)=C1,CC(C)=O,Acetone,0.599418967,0.106220015,NC1=CC=C(Cl)C(Cl)=C1.CC(C)=O
388,"3,4-Dichloroaniline",CB90,95-76-1,160.98,NC1=CC=C(Cl)C(Cl)=C1,CCOC(C)=O,Etyl acetate,0.2733921,0.115536919,NC1=CC=C(Cl)C(Cl)=C1.CCOC(C)=O
389,"3,4-Dichloroaniline",CB90,95-76-1,160.9799045,NC1=CC=C(Cl)C(Cl)=C1,CCOC(C)=O,Etyl acetate,0.424014561,0.123391143,NC1=CC=C(Cl)C(Cl)=C1.CCOC(C)=O
390,Nicotine ,CB94,54-11-5,162.1156984,CN1C(CCC1)C2=CN=CC=C2,CO,Methanol,0.9802,0.0021,CN1C(CCC1)C2=CN=CC=C2.CO
391,"(8S,9R)-(-)-N-Benzylcinchonidinium chloride",CB97,69257-04-1,420.97,C=C[C@H]1C[N+]2(Cc3ccccc3)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,CC#N,Acetonitrile,0.941631306,0.022367747,C=C[C@H]1C[N+]2(Cc3ccccc3)CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12.CC#N
393,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CCO,Ethanol,0.774383,0.015280884,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CCO
394,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CO,Methanol,0.8876,0.0242,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CO
395,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CC1CCCO1,2-Methly tetrahydrofurane,0.601080692,0.034784935,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CC1CCCO1
396,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CC(O)C,2-Propanol,0.526784582,0.044363189,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CC(O)C
397,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CC(C)(C)OC,Methyl tert butyl ether,-0.021490239,0.065898976,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CC(C)(C)OC
398,2-Hydroxy-4-methoxybenzophenone,CC 19,131-57-7,228.0,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,CCOC(C)=O,Etyl acetate,0.468861713,0.083295143,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O.CCOC(C)=O
399,Benzimidazole,CC12,51-17-2,118.0530982,C12=CC=CC=C1NC=N2,CCO,Ethanol,0.533581131,0.018218489,C12=CC=CC=C1NC=N2.CCO
400,Benzimidazole,CC12,51-17-2,118.0530982,C12=CC=CC=C1NC=N2,CC(O)C,2-Propanol,0.450785813,0.056759811,C12=CC=CC=C1NC=N2.CC(O)C
401,Benzimidazole,CC12,51-17-2,118.0530982,C12=CC=CC=C1NC=N2,CC1CCCO1,2-Methly tetrahydrofurane,-0.037449984,0.086308018,C12=CC=CC=C1NC=N2.CC1CCCO1
402,Benzimidazole,CC12,51-17-2,118.0530982,C12=CC=CC=C1NC=N2,CC(C)(C)OC,Methyl tert butyl ether,-0.000358294,0.155929912,C12=CC=CC=C1NC=N2.CC(C)(C)OC
403,2-Hydroxy-4-methoxybenzophenone,CC19,131-57-7,228.0786442,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O,CCCCCCC,Heptane,-0.162690874,0.0067653,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O.CCCCCCC
405,2-Hydroxy-4-methoxybenzophenone,CC19,131-57-7,228.0786442,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O,CC1=CC=CC=C1,Toluene,0.377145326,0.023649871,O=C(C1=CC=CC=C1)C2=CC=C(OC)C=C2O.CC1=CC=CC=C1
406,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CCO,Ethanol,0.150494801,0.009721831,COC1=CC=C(Br)C=C1.CCO
407,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CC(O)C,2-Propanol,-0.015724997,0.013424513,COC1=CC=C(Br)C=C1.CC(O)C
408,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CO,Methanol,0.2756,0.0299,COC1=CC=C(Br)C=C1.CO
409,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CC(C)(C)OC,Methyl tert butyl ether,-0.126867407,0.033815035,COC1=CC=C(Br)C=C1.CC(C)(C)OC
410,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.067104708,0.050306838,COC1=CC=C(Br)C=C1.CC1CCCO1
411,4-Bromoanisole,CC23,104-92-7,185.9680269,COC1=CC=C(Br)C=C1,CC(C)=O,Acetone,0.346675252,0.062006276,COC1=CC=C(Br)C=C1.CC(C)=O
412,1-Methylnaphthalene,CC25,90-12-0,142.0,CC1=CC=CC2=CC=CC=C12,CC(C)=O,Acetone,0.699971568,0.005689255,CC1=CC=CC2=CC=CC=C12.CC(C)=O
413,1-Methylnaphthalene,CC25,90-12-0,142.0,CC1=CC=CC2=CC=CC=C12,CO,Methanol,0.6144,0.0073,CC1=CC=CC2=CC=CC=C12.CO
414,1-Methylnaphthalene,CC25,90-12-0,142.0,CC1=CC=CC2=CC=CC=C12,CC#N,Acetonitrile,0.673329323,0.019832991,CC1=CC=CC2=CC=CC=C12.CC#N
415,1-Methylnaphthalene,CC25,90-12-0,142.0,CC1=CC=CC2=CC=CC=C12,CC1=CC=CC=C1,Toluene,0.130650687,0.040705116,CC1=CC=CC2=CC=CC=C12.CC1=CC=CC=C1
416,1-Methylnaphthalene,CC25,90-12-0,142.0,CC1=CC=CC2=CC=CC=C12,CCOC(C)=O,Etyl acetate,0.496692534,0.066835807,CC1=CC=CC2=CC=CC=C12.CCOC(C)=O
417,4-Iodoanisole,CC26,696-62-8,234.03,COc1ccc(I)cc1,CCCCCCC,Heptane,-0.018487682,0.065391465,COc1ccc(I)cc1.CCCCCCC
418,4-Iodoanisole,CC26,696-62-8,234.03,COc1ccc(I)cc1,CCOC(C)=O,Etyl acetate,0.127306584,0.140182641,COc1ccc(I)cc1.CCOC(C)=O
420,"4-BROMOANILINE, 97%",CC3,106-40-1,170.0,Nc1ccc(Br)cc1,CO,Methanol,0.3398,0.0598,Nc1ccc(Br)cc1.CO
422,4-Fluorobenzoic acid,CC4,456-22-4,140.0,O=C(O)C1=CC=C(F)C=C1,CO,Methanol,0.8535,0.0269,O=C(O)C1=CC=C(F)C=C1.CO
423,4-Fluorobenzoic acid,CC4,456-22-4,140.0,O=C(O)C1=CC=C(F)C=C1,CCOC(C)=O,Etyl acetate,0.517948625,0.10268652,O=C(O)C1=CC=C(F)C=C1.CCOC(C)=O
424,Dimethyl terephthalate,cc4 (small box),120-61-6,194.0,COC(=O)c1ccc(cc1)C(=O)OC,CC#N,Acetonitrile,0.826146594,0.003125762,COC(=O)c1ccc(cc1)C(=O)OC.CC#N
425,Tetrafluoroterephthalonitrile,CC44,1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CO,Methanol,0.9501,0.0105,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CO
426,Tetrafluoroterephthalonitrile,CC44,1835-49-0,199.9997609,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F,CC1=CC=CC=C1,Toluene,0.423351594,0.062861848,N#CC1=C(F)C(F)=C(C#N)C(F)=C1F.CC1=CC=CC=C1
427,"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CCO,Ethanol,0.405080973,0.010256762,NC1=CC(C)=CC=C1C.CCO
428,"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CCCCCCC,Heptane,-0.123148698,0.014267955,NC1=CC(C)=CC=C1C.CCCCCCC
429,"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CC(O)C,2-Propanol,0.175180827,0.016167269,NC1=CC(C)=CC=C1C.CC(O)C
430,"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CO,Methanol,0.6869,0.0208,NC1=CC(C)=CC=C1C.CO
431,"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CC1CCCO1,2-Methly tetrahydrofurane,0.425345967,0.025614602,NC1=CC(C)=CC=C1C.CC1CCCO1
432,"2,5 dimethyl anilin",CC46,95-78-3,121.0891494,NC1=CC(C)=CC=C1C,CC(C)(C)OC,Methyl tert butyl ether,-0.079196854,0.045336833,NC1=CC(C)=CC=C1C.CC(C)(C)OC
433,"2,4,6-TRICHLOROPHENOL, 98%",CC5,88-06-2,195.0,Oc1c(Cl)cc(Cl)cc1Cl,CO,Methanol,0.7869,0.0193,Oc1c(Cl)cc(Cl)cc1Cl.CO
434,"2,4,6-TRICHLOROPHENOL, 98%",CC5,88-06-2,195.0,Oc1c(Cl)cc(Cl)cc1Cl,CO,Methanol,0.5751,0.107,Oc1c(Cl)cc(Cl)cc1Cl.CO
435,"2,6-Lutidine",CC50,108-48-5,107.0,CC1=NC(C)=CC=C1,CO,Methanol,0.6969,0.0174,CC1=NC(C)=CC=C1.CO
436,"2,6-Lutidine",CC50,108-48-5,107.0,CC1=NC(C)=CC=C1,CCO,Ethanol,0.52356698,0.019916576,CC1=NC(C)=CC=C1.CCO
437,"2,6-Lutidine",CC50,108-48-5,107.0,CC1=NC(C)=CC=C1,CCCCCCC,Heptane,-0.097527026,0.044551593,CC1=NC(C)=CC=C1.CCCCCCC
438,"2,6-Lutidine",CC50,108-48-5,107.0,CC1=NC(C)=CC=C1,CC1CCCO1,2-Methly tetrahydrofurane,0.06745422,0.050103344,CC1=NC(C)=CC=C1.CC1CCCO1
439,"2,6-Lutidine",CC50,108-48-5,107.0,CC1=NC(C)=CC=C1,CC(O)C,2-Propanol,0.292857436,0.071762407,CC1=NC(C)=CC=C1.CC(O)C
440,"2,6-Lutidine",CC50,108-48-5,107.0,CC1=NC(C)=CC=C1,CCOC(C)=O,Etyl acetate,0.19859573,0.130101147,CC1=NC(C)=CC=C1.CCOC(C)=O
441,"2,6-Lutidine",CC50,108-48-5,107.0,CC1=NC(C)=CC=C1,CC(C)(C)OC,Methyl tert butyl ether,0.005821604,0.163769162,CC1=NC(C)=CC=C1.CC(C)(C)OC
442,"3,4-Dimethoxyaniline",CC63,6315-89-5,153.0789786,NC1=CC=C(OC)C(OC)=C1,CO,Methanol,0.728,0.021,NC1=CC=C(OC)C(OC)=C1.CO
443,"3,4-Dimethoxyaniline",CC63,6315-89-5,153.0789786,NC1=CC=C(OC)C(OC)=C1,CC1=CC=CC=C1,Toluene,-0.145059596,0.028260189,NC1=CC=C(OC)C(OC)=C1.CC1=CC=CC=C1
444,5-Fluoroisatin,CC67,443-69-6,165.02,O=C1NC2=C(C=C(F)C=C2)C1=O,CO,Methanol,0.7906,0.0063,O=C1NC2=C(C=C(F)C=C2)C1=O.CO
445,5-Fluoroisatin,CC67,443-69-6,165.0226066,O=C1NC2=C(C=C(F)C=C2)C1=O,CO,Methanol,0.7799,0.0254,O=C1NC2=C(C=C(F)C=C2)C1=O.CO
446,"1-Phenyl-1,2-ethanediol",CC79,93-56-1,138.0,C1=CC=C(C=C1)C(CO)O,CCO,Ethanol,0.403812534,0.007007975,C1=CC=C(C=C1)C(CO)O.CCO
447,"1-Phenyl-1,2-ethanediol",CC79,93-56-1,138.0,C1=CC=C(C=C1)C(CO)O,CC#N,Acetonitrile,0.449677782,0.015081174,C1=CC=C(C=C1)C(CO)O.CC#N
448,"1-Phenyl-1,2-ethanediol",CC79,93-56-1,138.0,C1=CC=C(C=C1)C(CO)O,CC(O)C,2-Propanol,0.116871885,0.028253093,C1=CC=C(C=C1)C(CO)O.CC(O)C
449,"1-Phenyl-1,2-ethanediol",CC79,93-56-1,138.0,C1=CC=C(C=C1)C(CO)O,CC1=CC=CC=C1,Toluene,-0.011247775,0.123399954,C1=CC=C(C=C1)C(CO)O.CC1=CC=CC=C1
450,"1-Phenyl-1,2-ethanediol",CC79,93-56-1,138.0,C1=CC=C(C=C1)C(CO)O,CC1CCCO1,2-Methly tetrahydrofurane,0.03882744,0.15773036,C1=CC=C(C=C1)C(CO)O.CC1CCCO1
451,LCE-079,CC94,,402.5,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1,CO,Methanol,1.0,0.0,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1.CO
452,LCE-079,CC94,,402.5,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1,CCOC(C)=O,Etyl acetate,0.826338675,0.054111781,C1C=CC=C(OC2=CC=C(S(=O)(=O)C3C=CC(OC4=CC=CC=C4)=CC=3)C=C2)C=1.CCOC(C)=O
453,BIOTIN,CD1,58-85-5,244.0,OC(=O)CCCCC1SCC2NC(=O)NC12,CO,Methanol,0.9163,0.0357,OC(=O)CCCCC1SCC2NC(=O)NC12.CO
454,4-NITROBENZOIC ACID,CD2,62-23-7,167.0,OC(=O)c1ccc(cc1)[N+]([O-])=O,CC#N,Acetonitrile,0.72557237,0.003327966,OC(=O)c1ccc(cc1)[N+]([O-])=O.CC#N
455,"2,2'-DITHIODIBENZOIC ACID, >=95.0%",CD5,119-80-2,306.0,OC(=O)c1ccccc1SSc2ccccc2C(O)=O,CO,Methanol,0.9907,0.0056,OC(=O)c1ccccc1SSc2ccccc2C(O)=O.CO
456,2-Methylpyridine,CD8,109-06-8,93.05784922,CC1=NC=CC=C1,CC1=CC=CC=C1,Toluene,0.030312224,0.030067244,CC1=NC=CC=C1.CC1=CC=CC=C1
457,2-Methylpyridine,CD8,109-06-8,93.05784922,CC1=NC=CC=C1,CCCCCCC,Heptane,-0.04388435,0.062248805,CC1=NC=CC=C1.CCCCCCC
458,2-Methylpyridine,CD8,109-06-8,93.05784922,CC1=NC=CC=C1,CO,Methanol,0.1789,0.0739,CC1=NC=CC=C1.CO
459,Rosuvastatin,CE-A13,287714-41-4,481.5,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,CC#N,Acetonitrile,0.984423989,0.008081575,CC(C)C1=NC(=NC(=C1/C=C/[C@H](C[C@H](CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C.CC#N
466,5-chlorosalicylanilide,CE19,4638-48-6,247.7,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,CCO,Ethanol,0.909121989,0.009588142,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O.CCO
467,5-chlorosalicylanilide,CE19,4638-48-6,247.7,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,CC(O)C,2-Propanol,0.810714115,0.048030521,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O.CC(O)C
468,5-chlorosalicylanilide,CE19,4638-48-6,247.7,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,CC1CCCO1,2-Methly tetrahydrofurane,0.468818458,0.057036567,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O.CC1CCCO1
469,5-chlorosalicylanilide,CE19,4638-48-6,247.7,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O,CC(C)(C)OC,Methyl tert butyl ether,-0.042897306,0.164182651,C1=CC=C(C=C1)NC(=O)C2=C(C=CC(=C2)Cl)O.CC(C)(C)OC
470,Amlodipine,CE22,88150-42-9,408.9,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CCO,Ethanol,0.986530896,0.001880929,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.CCO
471,Amlodipine,CE22,88150-42-9,408.9,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CC(O)C,2-Propanol,0.93725555,0.012340941,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.CC(O)C
472,Amlodipine,CE22,88150-42-9,408.9,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CC1CCCO1,2-Methly tetrahydrofurane,0.802835514,0.01813111,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.CC1CCCO1
473,Amlodipine,CE22,88150-42-9,408.9,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,CC(C)(C)OC,Methyl tert butyl ether,0.353383189,0.051677348,CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN.CC(C)(C)OC
